"tourney_name","link_name","surface","location","draw_size","tourney_level","tourney_date","match_num","p1_seed","p1_entry","p1_name","p1_rank","p1_rank_pts","p1_country","p1_birthdate","p1_age","p1_turned_pro","p1_wgt","p1_hgt","p1_hand","p1_backhand","p2_seed","p2_entry","p2_name","p2_rank","p2_rank_pts","p2_country","p2_birthdate","p2_age","p2_turned_pro","p2_wgt","p2_hgt","p2_hand","p2_backhand","score","best_of","round","minutes","p1_ace","p1_df","p1_svpt","p1_1stIn","p1_1stWon","p1_2ndWon","p1_SvGms","p1_bpSaved","p1_bpFaced","p2_ace","p2_df","p2_svpt","p2_1stIn","p2_1stWon","p2_2ndWon","p2_SvGms","p2_bpSaved","p2_bpFaced"
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,238,2,,"Daniel Evans",51,980,"GBR",1990-05-23,29.201916496,2006,75,175,"R","One-Handed",,"W","Thai-Son Kwiatkowski",206,244,"USA",1995-02-13,24.473648186,2017,75,188,"R","Two-Handed","7-6(4) 6-1",3,"1st Round Qualifying",89,7,1,64,38,31,18,10,2,2,8,0,67,32,28,15,9,6,8
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,237,3,,"Feliciano Lopez",64,872,"ESP",1981-09-20,37.872689938,1997,88,188,"L","One-Handed",,,"Gregoire Barrere",111,523,"FRA",1994-02-16,25.464750171,,83,183,"R","Two-Handed","7-6(5) 7-6(6)",3,"1st Round Qualifying",104,15,1,87,55,42,14,12,1,3,3,5,100,56,37,23,12,8,10
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,236,4,,"John Millman",67,860,"AUS",1989-06-14,30.140999316,2006,79,183,"R","Two-Handed",,"W","Filip Peliwo",267,154,"CAN",1994-01-30,25.511293634,2013,72,180,"R","Two-Handed","6-1 6-0",3,"1st Round Qualifying",52,1,1,46,29,21,10,7,5,5,1,1,35,16,8,3,6,1,6
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,235,,"W","Steven Diez",204,247,"CAN",1991-03-17,28.386036961,,76,178,"R","Two-Handed",5,,"Alexander Bublik",72,819,"KAZ",1997-06-17,22.132785763,2014,76,196,"R","Two-Handed","6-4 6-4",3,"1st Round Qualifying",83,10,5,72,45,30,12,10,5,7,2,1,66,48,37,10,10,6,6
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,234,6,,"Yoshihito Nishioka",77,776,"JPN",1995-09-27,23.854893908,2014,64,170,"L","Two-Handed",,,"Malek Jaziri",101,557,"TUN",1984-01-20,35.540041068,2003,82,185,"R","Two-Handed","6-2 6-3",3,"1st Round Qualifying",70,0,0,51,39,24,7,9,6,9,1,3,47,24,12,6,8,3,9
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,233,7,,"Ricardas Berankis",78,749,"LTU",1990-06-21,29.122518823,2007,70,175,"R","Two-Handed",,"W","Alexis Galarneau",388,41,"CAN",1999-03-02,20.427104723,,79,183,"R","Two-Handed","6-2 6-4",3,"1st Round Qualifying",84,3,1,42,22,18,14,9,0,1,4,2,79,49,24,15,9,8,12
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,232,8,,"Ivo Karlovic",80,659,"CRO",1979-02-28,40.432580424,2000,104,211,"R","One-Handed",,,"Evgeny Donskoy",115,505,"RUS",1990-05-09,29.240246407,2007,74,185,"R","Two-Handed","6-4 4-6 7-6(3)",3,"1st Round Qualifying",103,6,3,84,48,41,24,16,2,3,19,2,88,54,47,21,16,2,3
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,231,,,"Marcel Granollers",103,547,"ESP",1986-04-12,33.314168378,2003,77,191,"R","Two-Handed",9,,"Marius Copil",84,647,"ROU",1990-10-17,28.79945243,2008,87,191,"R","One-Handed","6-2 6-4",3,"1st Round Qualifying",70,1,2,51,34,28,10,9,1,1,2,2,59,29,22,13,9,5,8
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,230,,,"Ilya Ivashka",126,434,"BLR",1994-02-24,25.442847365,2013,83,191,"R","Two-Handed",10,,"Lloyd Harris",85,647,"RSA",1997-02-24,22.442162902,2015,80,196,"R","Two-Handed","5-7 6-2 6-4",3,"1st Round Qualifying",132,6,4,110,71,47,18,15,7,10,8,1,89,60,38,16,15,6,11
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,229,,,"Soonwoo Kwon",112,521,"KOR",1997-12-02,21.672826831,2015,72,180,"R","Two-Handed",11,,"Robin Haase",86,626,"NED",1987-04-06,32.331279945,2005,71,191,"R","Two-Handed","7-6(4) 7-6(3)",3,"1st Round Qualifying",110,5,5,90,56,45,17,12,4,5,11,1,86,52,42,15,12,3,4
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,228,,,"Tommy Paul",128,427,"USA",1997-05-17,22.217659138,2015,78,185,"R","Two-Handed",12,,"Alexei Popyrin",87,626,"AUS",1999-08-05,20,,78,196,"R","Two-Handed","6-4 5-7 6-4",3,"1st Round Qualifying",130,12,4,118,66,48,25,16,9,11,11,3,98,59,44,21,16,4,7
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,227,13,,"Bradley Klahn",93,601,"USA",1990-08-20,28.958247775,2012,75,183,"L","Two-Handed",,,"Viktor Troicki",151,359,"SRB",1986-02-10,33.481177276,2006,86,193,"R","Two-Handed","7-5 6-3",3,"1st Round Qualifying",66,6,2,60,42,29,9,10,2,4,8,2,59,41,36,10,11,1,1
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,226,14,,"Bernard Tomic",96,582,"AUS",1992-10-21,26.787132101,2008,91,196,"R","Two-Handed",,,"Ernests Gulbis",129,422,"LAT",1988-08-30,30.929500342,2004,88,193,"R","Two-Handed","7-6(4) 6-2",3,"1st Round Qualifying",91,12,12,75,42,36,11,10,3,5,6,2,78,47,35,19,10,6,6
"Coupe Rogers","Montreal","Hard","Montreal, Canada",56,"CATEGORYSTAMPS_1000",2019-08-05,225,,,"Marc Polmans",172,301,"AUS",1997-05-02,22.258726899,2015,78,188,"R","Two-Handed",,,"Andrey Rublev",49,996,"RUS",1997-10-20,21.790554415,2014,70,188,"R","Two-Handed","1-6 7-5 7-6(6)",3,"1st Round Qualifying",136,12,3,104,72,50,16,15,7,10,2,2,102,67,42,18,16,4,9
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,300,1,,"Dominic Thiem",4,4595,"AUT",1993-09-03,25.900068446,2011,82,185,"R","One-Handed",,,"Albert Ramos-Vinolas",85,639,"ESP",1988-01-17,31.529089665,2007,80,188,"L","Two-Handed","7-6(0) 6-1",3,"Final",98,4,2,71,40,34,18,10,6,6,1,2,55,26,20,13,9,2,4
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,299,1,,"Dominic Thiem",4,4595,"AUT",1993-09-03,25.900068446,2011,82,185,"R","One-Handed",7,,"Lorenzo Sonego",52,954,"ITA",1995-05-11,24.216290212,,73,,"R","Two-Handed","6-3 7-6(6)",3,"Semifinals",102,2,1,67,53,38,11,11,0,1,1,1,61,36,29,12,10,1,3
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,298,,,"Albert Ramos-Vinolas",85,639,"ESP",1988-01-17,31.529089665,2007,80,188,"L","Two-Handed",,,"Casper Ruud",69,832,"NOR",1998-12-22,20.599589322,2015,77,183,"R","Two-Handed","7-5 6-4",3,"Semifinals",103,3,2,66,37,24,13,11,4,8,3,0,63,34,23,18,11,2,4
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,297,1,,"Dominic Thiem",4,4595,"AUT",1993-09-03,25.900068446,2011,82,185,"R","One-Handed",,,"Pablo Andujar",79,712,"ESP",1986-01-23,33.511293634,2003,76,180,"R","Two-Handed","7-6(4) 6-4",3,"Quarterfinals",104,5,3,68,37,26,19,11,3,6,0,5,69,43,30,9,11,2,6
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,296,7,,"Lorenzo Sonego",52,954,"ITA",1995-05-11,24.216290212,,73,,"R","Two-Handed",3,,"Fernando Verdasco",30,1335,"ESP",1983-11-15,35.701574264,2001,87,185,"L","Two-Handed","6-4 6-4",3,"Quarterfinals",94,0,5,70,46,31,10,10,5,8,2,0,53,38,31,8,10,4,5
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,295,,,"Casper Ruud",69,832,"NOR",1998-12-22,20.599589322,2015,77,183,"R","Two-Handed",4,,"Pablo Cuevas",47,1013,"URU",1986-01-01,33.571526352,2004,80,180,"R","One-Handed","6-3 7-6(4)",3,"Quarterfinals",96,2,3,66,44,35,11,11,0,1,6,3,62,30,22,18,10,1,3
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,294,,,"Albert Ramos-Vinolas",85,639,"ESP",1988-01-17,31.529089665,2007,80,188,"L","Two-Handed",,,"Jeremy Chardy",77,735,"FRA",1987-02-12,32.457221081,2005,75,188,"R","Two-Handed","6-3 6-4",3,"Quarterfinals",74,4,2,55,39,30,8,10,0,1,6,5,62,39,24,9,9,4,7
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,293,1,,"Dominic Thiem",4,4595,"AUT",1993-09-03,25.900068446,2011,82,185,"R","One-Handed",,"W","Sebastian Ofner",171,307,"AUT",1996-05-12,23.211498973,2015,81,191,"R","Two-Handed","6-3 6-2",3,"Round of 16",76,4,0,43,35,28,3,8,0,1,3,2,68,39,21,12,9,3,8
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,292,,,"Jeremy Chardy",77,735,"FRA",1987-02-12,32.457221081,2005,75,188,"R","Two-Handed",2,,"Dusan Lajovic",26,1456,"SRB",1990-06-30,29.07871321,2007,78,183,"R","One-Handed","3-6 6-4 6-3",3,"Round of 16",102,3,5,82,51,42,8,14,1,5,4,2,79,49,30,17,14,3,8
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,291,3,,"Fernando Verdasco",30,1335,"ESP",1983-11-15,35.701574264,2001,87,185,"L","Two-Handed",,,"Jozef Kovalik",186,282,"SVK",1992-11-04,26.729637235,,82,183,"R","Two-Handed","6-4 7-6(7)",3,"Round of 16",109,2,1,76,45,35,14,11,3,5,0,6,70,43,33,8,11,1,4
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,290,4,,"Pablo Cuevas",47,1013,"URU",1986-01-01,33.571526352,2004,80,180,"R","One-Handed",,"W","Dennis Novak",120,476,"AUT",1993-08-28,25.916495551,2011,80,183,"R","Two-Handed","6-7(1) 6-0 6-2",3,"Round of 16",117,6,4,81,44,32,15,13,3,8,10,2,76,45,32,24,13,3,3
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,289,7,,"Lorenzo Sonego",52,954,"ITA",1995-05-11,24.216290212,,73,,"R","Two-Handed",,,"Roberto Carballes Baena",74,762,"ESP",1993-03-23,26.349075975,2011,76,180,"R","Two-Handed","2-6 7-6(4) 7-6(1)",3,"Round of 16",170,2,2,114,81,58,16,16,5,7,3,2,97,51,39,24,16,4,8
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,288,,,"Pablo Andujar",79,712,"ESP",1986-01-23,33.511293634,2003,76,180,"R","Two-Handed",,,"Philipp Kohlschreiber",72,805,"GER",1983-10-16,35.783709788,2001,70,178,"R","One-Handed","6-4 6-4",3,"Round of 16",95,3,3,74,46,29,14,10,6,9,2,0,62,40,31,12,10,3,4
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,287,,,"Albert Ramos-Vinolas",85,639,"ESP",1988-01-17,31.529089665,2007,80,188,"L","Two-Handed",,,"Jaume Munar",89,620,"ESP",1997-05-05,22.231348392,2014,78,183,"R","Two-Handed","6-2 6-3",3,"Round of 16",74,3,2,45,29,25,9,8,2,2,1,3,55,31,21,10,9,3,7
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,286,,,"Casper Ruud",69,832,"NOR",1998-12-22,20.599589322,2015,77,183,"R","Two-Handed",,"Q","Matthias Bachinger",124,451,"GER",1987-04-02,32.323066393,2005,83,188,"R","Unknown","6-4 7-6(3)",3,"Round of 16",104,6,4,79,48,37,16,11,7,9,2,4,77,45,29,17,11,7,10
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,285,,,"Albert Ramos-Vinolas",85,639,"ESP",1988-01-17,31.529089665,2007,80,188,"L","Two-Handed",5,,"Marton Fucsovics",50,965,"HUN",1992-02-08,27.468856947,2010,82,188,"R","Two-Handed","6-7(6) 6-4 6-4",3,"Round of 32",191,12,5,108,59,46,21,16,3,7,2,4,145,83,55,31,16,13,15
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,284,,,"Pablo Andujar",79,712,"ESP",1986-01-23,33.511293634,2003,76,180,"R","Two-Handed",6,,"Leonardo Mayer",51,955,"ARG",1987-05-15,32.205338809,2003,80,191,"R","One-Handed","3-6 6-3 6-2",3,"Round of 32",117,1,3,75,47,35,16,13,3,5,9,6,78,42,33,14,13,3,7
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,283,7,,"Lorenzo Sonego",52,954,"ITA",1995-05-11,24.216290212,,73,,"R","Two-Handed",,,"Federico Delbonis",67,846,"ARG",1990-10-05,28.813141684,2007,88,191,"L","Two-Handed","7-6(4) 6-7(4) 7-6(4)",3,"Round of 32",216,4,4,119,76,56,22,18,2,6,11,6,152,89,61,30,18,12,16
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,282,,,"Casper Ruud",69,832,"NOR",1998-12-22,20.599589322,2015,77,183,"R","Two-Handed",8,,"Pablo Carreno Busta",59,917,"ESP",1991-07-12,28.046543463,2009,78,188,"R","Two-Handed","6-1 3-6 6-1",3,"Round of 32",95,2,1,71,49,28,11,11,6,10,7,2,71,42,34,16,12,4,5
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,281,,"Q","Matthias Bachinger",124,451,"GER",1987-04-02,32.323066393,2005,83,188,"R","Unknown",,,"Martin Klizan",62,881,"SVK",1989-07-11,30.047912389,2007,85,191,"L","Two-Handed","7-6(5) 6-7(5) 7-6(4)",3,"Round of 32",177,3,8,132,75,51,33,18,8,11,19,3,129,82,60,24,18,6,9
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,280,,,"Roberto Carballes Baena",74,762,"ESP",1993-03-23,26.349075975,2011,76,180,"R","Two-Handed",,"Q","Hugo Dellien",87,623,"BOL",1993-06-16,26.116358658,,75,178,"R","Two-Handed","3-6 6-3 6-2",3,"Round of 32",108,0,4,86,59,38,12,13,5,8,2,0,71,54,30,11,13,3,8
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,279,,,"Jeremy Chardy",77,735,"FRA",1987-02-12,32.457221081,2005,75,188,"R","Two-Handed",,,"Marco Cecchinato",63,880,"ITA",1992-09-30,26.825462012,2010,78,185,"R","One-Handed","7-6(8) 7-5",3,"Round of 32",106,4,6,75,44,33,12,12,1,5,5,2,90,60,41,9,12,8,13
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,278,,,"Philipp Kohlschreiber",72,805,"GER",1983-10-16,35.783709788,2001,70,178,"R","One-Handed",,,"Richard Gasquet",65,860,"FRA",1986-06-18,33.11156742,2002,75,185,"R","One-Handed","6-3 6-2",3,"Round of 32",66,5,1,47,27,19,12,9,0,2,3,7,51,17,12,12,8,7,12
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,277,,,"Jozef Kovalik",186,282,"SVK",1992-11-04,26.729637235,,82,183,"R","Two-Handed",,"Q","Guillermo Garcia-Lopez",163,335,"ESP",1983-06-04,36.150581793,2002,80,185,"R","One-Handed","6-7(1) 6-2 6-3",3,"Round of 32",137,7,6,103,60,47,20,15,13,14,3,3,89,54,38,18,14,2,6
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,276,,,"Jaume Munar",89,620,"ESP",1997-05-05,22.231348392,2014,78,183,"R","Two-Handed",,,"Thomas Fabbiano",90,614,"ITA",1989-05-26,30.173853525,2005,69,173,"R","Two-Handed","7-6(7) 1-6 6-1",3,"Round of 32",151,1,4,118,67,47,21,13,13,16,6,6,92,51,40,19,13,2,5
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,275,,"W","Dennis Novak",120,476,"AUT",1993-08-28,25.916495551,2011,80,183,"R","Two-Handed",,"W","Jurij Rodionov",281,136,"AUT",1999-05-16,20.202600958,2017,86,191,"L","Two-Handed","6-3 6-4",3,"Round of 32",71,4,6,54,32,28,12,10,0,0,2,2,62,39,25,11,9,2,4
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,274,,"W","Sebastian Ofner",171,307,"AUT",1996-05-12,23.211498973,2015,81,191,"R","Two-Handed",,"Q","Lucas Miedler",247,178,"AUT",1996-06-21,23.101984942,,77,180,"R","One-Handed","7-6(1) 7-6(5)",3,"Round of 32",102,8,5,77,37,32,25,12,2,3,9,1,83,56,39,16,12,4,5
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,273,1,,"Hugo Dellien",87,623,"BOL",1993-06-16,26.116358658,,75,178,"R","Two-Handed",,"W","Sandro Kopp",,,"AUT",2000-05-26,19.173169062,,,,"R","Unknown","4-6 6-1 6-2",3,"2nd Round Qualifying",109,3,2,71,51,37,11,13,2,4,1,6,107,65,39,16,12,21,26
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,272,3,,"Matthias Bachinger",124,451,"GER",1987-04-02,32.323066393,2005,83,188,"R","Unknown",8,,"Yannick Hanfmann",223,207,"GER",1991-11-13,27.707049966,2015,86,193,"R","Two-Handed","6-3 6-4",3,"2nd Round Qualifying",70,4,3,60,34,26,18,10,1,1,4,3,60,39,28,10,9,2,4
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,271,4,,"Guillermo Garcia-Lopez",163,335,"ESP",1983-06-04,36.150581793,2002,80,185,"R","One-Handed",7,,"Elliot Benchetrit",220,210,"FRA",1998-10-02,20.821355236,,80,193,"R","Two-Handed","6-4 7-6(4)",3,"2nd Round Qualifying",96,4,2,66,36,28,20,11,0,1,4,2,74,42,29,19,11,4,6
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,270,,,"Lucas Miedler",247,178,"AUT",1996-06-21,23.101984942,,77,180,"R","One-Handed",6,,"Carlos Berlocq",203,252,"ARG",1983-02-03,36.481861739,2001,81,183,"R","One-Handed","6-7(1) 7-5 6-3",3,"2nd Round Qualifying",198,6,2,134,83,60,26,17,12,13,9,1,115,82,58,16,16,9,12
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,269,1,,"Hugo Dellien",87,623,"BOL",1993-06-16,26.116358658,,75,178,"R","Two-Handed",,,"Pedja Krstin",244,179,"SRB",1994-09-03,24.900752909,,73,183,"R","Two-Handed","6-3 7-5",3,"1st Round Qualifying",70,6,0,47,29,22,14,10,0,2,0,6,62,34,21,11,11,0,5
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,268,,,"Lucas Miedler",247,178,"AUT",1996-06-21,23.101984942,,77,180,"R","One-Handed",2,,"Denis Istomin",107,534,"UZB",1986-09-07,32.889801506,2004,88,188,"R","Two-Handed","6-1 6-3",3,"1st Round Qualifying",66,2,3,52,30,16,4,8,5,11,3,5,46,21,17,12,8,4,6
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,267,3,,"Matthias Bachinger",124,451,"GER",1987-04-02,32.323066393,2005,83,188,"R","Unknown",,,"Marc-Andrea Huesler",271,147,"SUI",1996-06-24,23.093771389,,88,196,"L","Two-Handed","6-2 6-3",3,"1st Round Qualifying",58,5,3,52,32,27,12,9,0,0,3,3,46,24,18,7,8,3,6
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,266,4,,"Guillermo Garcia-Lopez",163,335,"ESP",1983-06-04,36.150581793,2002,80,185,"R","One-Handed",,,"Igor Zelenay",,,"SVK",1982-10-02,36.821355236,,88,198,"R","Two-Handed","6-3 6-4",3,"1st Round Qualifying",75,1,7,67,36,31,13,10,3,4,7,4,46,28,18,8,9,0,3
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,265,,"W","Sandro Kopp",,,"AUT",2000-05-26,19.173169062,,,,"R","Unknown",5,,"Viktor Galovic",200,256,"CRO",1990-09-19,28.856947296,2011,88,193,"R","Two-Handed","7-6(9) 4-6 7-6(4)",3,"1st Round Qualifying",186,3,6,132,76,48,34,17,8,12,12,6,136,72,55,29,17,7,10
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,264,6,,"Carlos Berlocq",203,252,"ARG",1983-02-03,36.481861739,2001,81,183,"R","One-Handed",,,"Miljan Zekic",398,36,"SRB",1988-07-12,31.044490075,,79,185,"R","Two-Handed","6-3 6-2",3,"1st Round Qualifying",72,0,2,59,41,25,8,8,5,8,1,1,42,22,21,15,9,0,0
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,263,7,,"Elliot Benchetrit",220,210,"FRA",1998-10-02,20.821355236,,80,193,"R","Two-Handed",,"W","Moritz Thiem",,,"AUT",1999-12-08,19.638603696,,,,"R","Unknown","7-6(4) 6-0",3,"1st Round Qualifying",106,0,7,71,43,24,12,9,7,11,3,1,57,30,23,16,9,1,2
"Generali Open","Kitzbuhel","Clay","Kitzbuhel, Austria",28,"CATEGORYSTAMPS_250",2019-07-29,262,8,,"Yannick Hanfmann",223,207,"GER",1991-11-13,27.707049966,2015,86,193,"R","Two-Handed",,,"Cheng-Peng Hsieh",,,"TPE",1991-09-22,27.849418207,,80,180,"L","Two-Handed","6-1 6-2",3,"1st Round Qualifying",39,0,5,35,11,6,11,7,2,6,6,0,37,23,23,9,8,0,0
"Abierto de Tenis Mifel presentado por Cinemex","Los Cabos","Hard","Los Cabos, Mexico",28,"CATEGORYSTAMPS_250",2019-07-29,300,3,,"Diego Schwartzman",25,1530,"ARG",1992-08-16,26.948665298,2010,64,170,"R","Two-Handed",5,,"Taylor Fritz",32,1320,"USA",1997-10-28,21.749486653,2015,84,193,"R","Two-Handed","7-6(6) 6-3",3,"Final",102,5,4,69,35,26,12,10,3,6,2,2,71,39,26,19,11,3,5
"Abierto de Tenis Mifel presentado por Cinemex","Los Cabos","Hard","Los Cabos, Mexico",28,"CATEGORYSTAMPS_250",2019-07-29,299,3,,"Diego Schwartzman",25,1530,"ARG",1992-08-16,26.948665298,2010,64,170,"R","Two-Handed",2,"W","Guido Pella",24,1560,"ARG",1990-05-17,29.199178645,2007,83,185,"L","Two-Handed","6-3 3-6 6-1",3,"Semifinals",137,3,6,90,57,42,14,13,6,8,9,1,97,63,36,18,12,14,18
"Abierto de Tenis Mifel presentado por Cinemex","Los Cabos","Hard","Los Cabos, Mexico",28,"CATEGORYSTAMPS_250",2019-07-29,298,5,,"Taylor Fritz",32,1320,"USA",1997-10-28,21.749486653,2015,84,193,"R","Two-Handed",7,,"Radu Albot",42,1046,"MDA",1989-11-11,29.711156742,2008,69,175,"R","Two-Handed","6-3 6-2",3,"Semifinals",70,9,1,47,28,25,12,9,1,1,0,3,59,31,18,16,8,7,10
"Abierto de Tenis Mifel presentado por Cinemex","Los Cabos","Hard","Los Cabos, Mexico",28,"CATEGORYSTAMPS_250",2019-07-29,297,5,,"Taylor Fritz",32,1320,"USA",1997-10-28,21.749486653,2015,84,193,"R","Two-Handed",1,,"Fabio Fognini",10,2535,"ITA",1987-05-24,32.180698152,2004,74,178,"R","Two-Handed","6-1 7-6(1)",3,"Quarterfinals",89,3,2,55,33,22,13,9,3,5,6,7,76,31,26,25,10,5,5
"Abierto de Tenis Mifel presentado por Cinemex","Los Cabos","Hard","Los Cabos, Mexico",28,"CATEGORYSTAMPS_250",2019-07-29,296,2,"W","Guido Pella",24,1560,"ARG",1990-05-17,29.199178645,2007,83,185,"L","Two-Handed",,"Q","Soonwoo Kwon",117,489,"KOR",1997-12-02,21.653661875,2015,72,180,"R","Two-Handed","4-6 6-1 6-2",3,"Quarterfinals",122,1,4,79,49,32,8,12,5,11,5,2,86,55,37,16,13,6,9
"Abierto de Tenis Mifel presentado por Cinemex","Los Cabos","Hard","Los Cabos, Mexico",28,"CATEGORYSTAMPS_250",2019-07-29,295,3,,"Diego Schwartzman",25,1530,"ARG",1992-08-16,26.948665298,2010,64,170,"R","Two-Handed",8,,"Mikhail Kukushkin",45,1020,"KAZ",1987-12-26,31.589322382,2006,72,183,"R","Two-Handed","6-1 6-2",3,"Quarterfinals",57,2,2,48,27,15,7,8,3,8,2,1,37,17,13,16,7,2,2
"Abierto de Tenis Mifel presentado por Cinemex","Los Cabos","Hard","Los Cabos, Mexico",28,"CATEGORYSTAMPS_250",2019-07-29,294,7,,"Radu Albot",42,1046,"MDA",1989-11-11,29.711156742,2008,69,175,"R","Two-Handed",,"W","Thanasi Kokkinakis",187,281,"AUS",1996-04-10,23.299110198,2013,82,196,"R","Two-Handed","6-3 6-3",3,"Quarterfinals",88,7,2,57,34,18,11,9,2,6,2,1,57,34,23,14,9,3,4
